Character,Sentence,movie_number,identified_spells
Snape,"You don't know? Well, let's try again.",film 1,
Snape,"Where, Mr Potter, would you look if I asked you to find me a bezoar?",film 1,
Harry,"I don't know, Sir.",film 1,
Snape,And what is the difference between monkshood and wolfsbane?,film 1,
Harry,"I don't know, Sir.",film 1,
Snape,Pity.,film 1,
Snape,"Clearly, fame isn't everything is it, Mr. Potter?",film 1,
Harry,"Clearly, Hermione knows.",film 1,
Harry,Seems a pity not to ask her.,film 1,
Snape,Silence.,film 1,
Snape,"Put your hand down, you silly girl!",film 1,
Snape,"For your information, Potter",film 1,
Snape,Asphodel and wormwood make a sleeping potion so powerful it is known as the Draught of the Living Dead.,film 1,
Snape,A bezoar is a stone taken from the stomach of a goat and it will save you from most poisons.,film 1,
Snape,"As for monkshood and wolfsbane, they are the same plant, which also goes by the name of aconite.",film 1,
Snape,Well...,film 1,
Snape,Why aren't you all copying this down?,film 1,
Snape,And Gryffindors note that five points will be taken from your house for your classmate's cheek.,film 1,
Seamus,"Eye of rabbit, harp string hum",film 1,
Seamus,Turn this water into rum.,film 1,
Seamus,Eye of rabbit...,film 1,
Harry,What's Seamus trying to do to that glass of water?,film 1,
Ron,Turn it into rum. ,film 1,
Ron,"Actually managed a weak tea yesterday, before...",film 1,
Ron,Mail's here.,film 1,
Harry,Can I borrow this? Thanks.,film 1,
Dean,"Hey, look! Neville's got a Remembrall",film 1,
Hermione,I've read about those.,film 1,
Hermione,"When the smoke turns red, it means you've forgotten something.",film 1,
Neville,"The only problem is, I can't remember what I've forgotten.",film 1,
Harry,Hey Ron! Somebody broke into Gringotts.,film 1,
Harry,Listen.,film 1,
Harry,"Believed to be the work of Dark wizards or witches unknown Gringotts goblins while acknowledging the breach, insist nothing was taken.",film 1,
Harry,"The vault in question, number 713, had, in fact, been emptied earlier that very same day.""",film 1,
Harry,That's odd. ,film 1,
Harry,That's the vault Hagrid and I went to.,film 1,
Madam Hooch,"Good afternoon, class.",film 1,
Class,"Good afternoon, Madam Hooch.",film 1,
Madam Hooch,"Good afternoon, Amanda.",film 1,
Madam Hooch,Good afternoon.,film 1,
Madam Hooch,Welcome to your first flying lesson.,film 1,
Madam Hooch,"Well, what are you waiting for? ",film 1,
Madam Hooch,Everyone step up to the left side of their broomstick.,film 1,
Madam Hooch,"Come on now, hurry up. ",film 1,
Madam Hooch,"Stick your right hand over the broom and say, ""Up.""",film 1,
Class,Up!,film 1,
Malfoy,Up.,film 1,
Ron,Up. Up!,film 1,
Madam Hooch,With feeling.,film 1,
Hermione,Up. Up. Up!,film 1,
Ron,"Shut up, Harry.",film 1,
Madam Hooch,"Now, once you've got hold of your broom, I want you to mount it.",film 1,
Madam Hooch,"And grip it tight, you don't wanna be sliding off the end.",film 1,
Madam Hooch,"When I blow my whistle, I want each of you to kick off from the ground, hard.",film 1,
Madam Hooch,"Keep your broom steady, hover for a moment",film 1,
Madam Hooch,Then lean forward slightly and touch back down.,film 1,
Madam Hooch,"On my whistle. Three, two...",film 1,
Madam Hooch,Mr. Longbottom.,film 1,
Madam Hooch,Mr. Longbottom!,film 1,
Neville,"Down, down!",film 1,
Class,Neville!,film 1,
Madam Hooch,Come back down this instant!,film 1,
Madam Hooch,Everyone out of the way!,film 1,
Girl,Is he all right?,film 1,
Madam Hooch,"Oh, dear, it's a broken wrist.",film 1,
Madam Hooch,"Poor boy. Come on now, up you get.",film 1,
Madam Hooch,Everyone's to keep their feet firmly on the ground while I take Mr Longbottom to the hospital wing.,film 1,
Madam Hooch,"Understand? If I see a single broom in the air the one riding it will find themselves out of Hogwarts before they can say, Quidditch.",film 1,
Malfoy,Did you see his face?,film 1,
Malfoy,"Maybe if the fat lump had given this a squeeze, he'd have remembered to fall on his fat arse.",film 1,
Harry,"Give it here, Malfoy.",film 1,
Malfoy,No. I think I'll leave it somewhere for Longbottom to find.,film 1,
Malfoy,How about on the roof?,film 1,
Malfoy,"What's the matter, Potter?",film 1,
Malfoy,Bit beyond your reach?,film 1,
Hermione,"Harry, no way!",film 1,
Hermione,You heard what Madam Hooch said.,film 1,
Hermione,"Besides, you don't even know how to fly.",film 1,
Hermione,What an idiot.,film 1,
Harry,Give it here or I'll knock you off your broom!,film 1,
Malfoy,Is that so?,film 1,
Malfoy,"Have it your way, then.",film 1,
Boy,"Nice going, Harry.",film 1,
Boy,"That was wicked, Harry!",film 1,
McGonagall,Harry Potter!,film 1,
McGonagall,Follow me.,film 1,
McGonagall,You wait here.,film 1,
McGonagall,"Professor Quirrell, excuse me.",film 1,
McGonagall,Could I borrow Wood for a moment please?,film 1,
Quirrell,"Oh, yes, of course.",film 1,
McGonagall,"Potter, this is Oliver Wood.",film 1,
McGonagall,"Wood, I have found you a Seeker.",film 1,
Sir Nicholas,Have you heard? ,film 1,
Sir Nicholas,Harry Potter's the new Gryffindor Seeker. ,film 1,
Sir Nicholas,I always knew hed do well.,film 1,
Ron,Seeker? ,film 1,
Ron,But first years never make their house teams! ,film 1,
Ron,You must be the youngest Quidditch player in,film 1,
Harry ,"A century, according to McGonagall.",film 1,
Fred  ,"Hey, well done, Harry, ",film 1,
Fred  ,Wood's just told us!,film 1,
Ron  ,"Fred and George are on the team, too. ",film 1,
Ron  ,Beaters.,film 1,
George  ,Our job is to make sure that you don't get bloodied up too bad. ,film 1,
George  ,"Can't make any promises, of course. ",film 1,
George  ,"Rough game, Quidditch.",film 1,
Fred  ,Brutal. ,film 1,
Fred  ,But no one's died in years. ,film 1,
Fred  ,Someone will vanish occasionally  ,film 1,
George  ,But they'll turn up in a month or two!!,film 1,
Ron  ,"Oh, go on, Harry, ",film 1,
Ron  ,Quidditch is great. ,film 1,
Ron  ,Best game there is! ,film 1,
Ron  ,"And you'll be great, too!",film 1,
Harry  ,But I've never even played Quidditch. ,film 1,
Harry  ,What if I make a fool of myself?,film 1,
Hermione,You won't make a fool of yourself. ,film 1,
Hermione,It's in your blood.,film 1,
Ron  ,Whoa. ,film 1,
Ron  ,"Harry, you never told me your father was a Seeker, too.",film 1,
Harry  ,I-I didn't know.,film 1,
Ron  ,"I'm telling you, it's spooky. ",film 1,
Ron  ,She knows more about you than you do.,film 1,
Harry  ,Who doesn't?,film 1,
Ron  ,Ahh!,film 1,
Harry  ,What's happening?,film 1,
Hermione  ,"The staircases change, remember?",film 1,
Harry,Let's go this way.,film 1,
Ron ,Before the staircase moves again. ,film 1,
Ron,Does anybody feel like...we shouldn't be here?,film 1,
Hermione,We're not supposed to be here. ,film 1,
Hermione,This is the 3rd floor. ,film 1,
Hermione,It's forbidden.,film 1,
Harry  ,Let's go.,film 1,
Ron  ,It's Filch's cat!,film 1,
Harry  ,"Run! Quick, let's hide through that door!",film 1,
Harry,It's locked!,film 1,
Ron  ,"That's it, we're done for!",film 1,
Hermione  ,"Oh, move over! ",film 1,
Hermione,Alohomora,film 1,Alohomora
Hermione,Get in,film 1,
Ron,Alohomora?,film 1,Alohomora
Hermione ,"Standard book of spells, Chapter 7.",film 1,
Filch,"Anyone here, my sweet? Come on.",film 1,
Hermione ,Filch is gone.,film 1,
Ron ,Probably thinks this door's locked.,film 1,
Hermione , It was locked.,film 1,
Harry  ,And for good reason. ,film 1,
All  ,AHHHHHHH! ,film 1,
Ron ,What do they think they're doing?? ,film 1,
Ron ,Keeping a thing like that locked up in a school.,film 1,
Hermione ," You don't use your eyes, do you? ",film 1,
Hermione ,Didn't you see what it was standing on?,film 1,
Ron  ,I wasn't looking at its feet! ,film 1,
Ron  ,I was a bit preoccupied with its heads. ,film 1,
Ron  ,"Or maybe you didn't notice, there were three!",film 1,
Hermione  ,It was standing on a trap door. ,film 1,
Hermione  ,Which means it wasn't there by accident. ,film 1,
Hermione  ,It's guarding something.,film 1,
Harry  ,Guarding something?,film 1,
Hermione  ,That's right. ,film 1,
Hermione  ,"Now, if you two don't mind, I'm going to bed before either of you come up with another clever idea to get us killed...or worse, expelled!",film 1,
Ron  ,She needs to sort out her priorities!,film 1,
Oliver ,Quidditch is easy enough to understand. ,film 1,
Oliver ,"Each time has seven players, 3 chasers, 2 beaters, 1 keeper and a seeker that's you. ",film 1,
Oliver ,There are three kinds of balls. ,film 1,
Oliver ,This one's called the Quaffle.,film 1,
Oliver ,"Now, the chasers handle the Quaffle and try to put it through one of those three hoops. ",film 1,
Oliver ,"The keeper, that's me, defends the hoops. ",film 1,
Oliver ,With me so far?,film 1,
Harry  ,I think so. ,film 1,
Harry  ,What are those?,film 1,
Oliver  ,You better take this. ,film 1,
Oliver  ,"Careful now, it's comin' back. ",film 1,
Oliver  ,"Eh, not bad, Potter, you'd make a fair beater...Uh-oh. ",film 1,
Harry,What was that?,film 1,
Oliver  ,Bludger. Nasty little buggers. ,film 1,
Oliver  ,But you are a Seeker.,film 1,
Oliver  ,The only ball I want you to worry about is this...the Golden Snitch. ,film 1,
Harry ,I like this ball.,film 1,
Oliver ,"Ah, you like it now. ",film 1,
Oliver ,Just wait. ,film 1,
Oliver ,It's wicked fast and damn near impossible to see.,film 1,
Harry  ,What do I do with it?,film 1,
Oliver  ,You catch it...before the other team's seeker. ,film 1,
Oliver  ,"You catch this, the game is over. ",film 1,
Oliver  ,"You catch this, Potter, and we win.",film 1,
Harry  ,Whoa.,film 1,
Flitwick,One of a wizard's most rudimentary skills is levitation the ability to make objects fly. ,film 1,
Flitwick,"Uh, do you all have your feathers? Good. ",film 1,
Flitwick,"Now, uh, don't forget the nice wrist movement we've been practicing, hmm? ",film 1,
Flitwick,The swish and flick. Everyone. ,film 1,
Class,The swish and flick. ,film 1,
Flitwick,Good. ,film 1,
Flitwick,And enunciate. ,film 1,
Flitwick,Wingardium Leviosa. ,film 1,Wingardium Leviosa
Flitwick,Off you go then.,film 1,
Draco  ,Wingardium Levio-saaa.,film 1,
Ron  ,Wingardrium Leviosar. ,film 1,
Hermione  ,"Stop, stop, stop.",film 1,
Hermione  ,You're going to take someone's eye out. ,film 1,
Hermione  ,"Besides, youre saying it wrong. ",film 1,
Hermione  ,"It's Leviosa, not Leviosar.",film 1,
Ron  ,You do it then if you're so clever. ,film 1,
Ron  ,"Go on, go on.",film 1,
Hermione,Wingardium Leviosa.,film 1,Wingardium Leviosa
Flitwick  ,"Oh, well done! ",film 1,
Flitwick  ,"See here, everyone! ",film 1,
Flitwick  ,Ms. Granger's done it! ,film 1,
Flitwick  ,"Oh, splendid!",film 1,
Seamus  ,Wingard Levosa. Wingardly Lev... ,film 1,
Flitwick  ,Whooaaa! Ooh.,film 1,
Harry  ,"I think we're going to need another feather over here, Professor.",film 1,
Ron  ,"It's Leviosa, not Leviosar. ",film 1,
Ron  ,"Honestly, she's a nightmare. ",film 1,
Ron  ,No wonder she hasn't got any friends!,film 1,
Harry,I think she heard you.,film 1,
Harry,Where's Hermione?,film 1,
Neville,Parvati Patil said that she wouldn't come out of the girl's bathroom. ,film 1,
Neville,She said that she'd been in there all afternoon...crying.,film 1,
Quirrell,TROLL! IN THE DUNGEON! ,film 1,
Quirrell,T-TROOLLL IN THE DUNGEON!! ,film 1,
Quirrell,Thought you ought to know. ,film 1,
Dumbledore,SILLLLLEEENNNNCEEEEE!,film 1,
Dumbledore," Everyone will please, not panic. ",film 1,
Dumbledore,"Now, Prefects will lead their houses back to the dormitories. ",film 1,
Dumbledore,Teachers will follow me to the dungeons.,film 1,
Girl  ,"Hufflepuff, this way!",film 1,
Boy  ,Stay together!,film 1,
Percy  ,Gryffindors...keep up please. ,film 1,
Percy  ,And stay alert!,film 1,
Harry  ,How could a troll get in?,film 1,
Ron  ,Not by itself. ,film 1,
Ron  ,Trolls are really stupid. ,film 1,
Ron  ,Probably people playing jokes.,film 1,
Ron  ,What?,film 1,
Harry ,Hermione! ,film 1,
Harry ,She doesn't know!,film 1,
Ron,I think the troll's left the dungeon.,film 1,
Harry ,It's going into the Girl's Bathroom!,film 1,
Harry  ,"Hermione, move!",film 1,
Hermione,Help! Help!,film 1,
Ron  ,"Hey, pea brain! ",film 1,
Hermione ,Ahhh! Help!,film 1,
Harry ,"Whooa! Whoa, whoa! ",film 1,
Harry  ,Do something!,film 1,
Ron ,What?,film 1,
Harry  ,Anything! ,film 1,
Harry  ,Hurry up!,film 1,
Hermione,Swish and flick!,film 1,
Ron  ,Wingardium Leviosa! ,film 1,Wingardium Leviosa
Ron  ,Cool!,film 1,
Hermione  ,Is it...dead?,film 1,
Harry  ,I don't think so. ,film 1,
Harry  ,Just knocked out. ,film 1,
Harry  , Ew. Troll bogies.,film 1,
McGonagall ,"Oh! Oh, my goodness! ",film 1,
McGonagall ,"E-Explain yourselves, both of you!",film 1,
Ron and Harry,"Well, what it is...",film 1,
Hermione  ,"It's my fault, Professor McGonagall. ",film 1,
McGonagall , Ms. Granger?,film 1,
Hermione  ,I went looking for the troll. ,film 1,
Hermione  ,I'd read about them and thought I could handle it. ,film 1,
Hermione  ,But I was wrong. ,film 1,
Hermione  ,If Harry and Ron hadn't come and found me...,film 1,
Hermione  ,I'd probably be dead.,film 1,
McGonagall  ,Be that as it may...it was an extremely foolish thing to do. ,film 1,
McGonagall  ,I would have expected more rational behaviour on your part and I am very disappointed in you Ms. Granger. ,film 1,
McGonagall  ,5 points will be taken from Gryffindor for your serious lack of judgment. ,film 1,
McGonagall  ,As for you two gentlemen I just hope you realize how fortunate you are. ,film 1,
McGonagall  ,Not many first year students could take on a full grown mountain troll and live to tell the tale. ,film 1,
McGonagall  ,5 points...will be awarded to each of you. ,film 1,
McGonagall  ,For sheer dumb luck. ,film 1,
Quirrell  ,Perhaps you ought to go...,film 1,
Quirrell  ,M-might wake up...heh.Ahh! Hehe....,film 1,
Harry,Good of you to get us out of trouble like that.,film 1,
Ron,"Mind you, we did save her life.",film 1,
Harry,"Mind you, she might not have needed saving if you hadn't insulted her.",film 1,
Ron,What are friends for?,film 1,
Ron,"Take a bit of toast, mate. Go on.",film 1,
Hermione,"Ron's right, Harry. ",film 1,
Hermione,You're gonna need your strength today.,film 1,
Harry  ,I'm not hungry.,film 1,
Snape  ,"Good luck today, Potter. ",film 1,
Snape  ,"Then again, now that you've proven yourself against a troll, a little game of Quidditch should be easy work for you...even if it is against Slytherin.",film 1,
Harry  ,That explains the blood.,film 1,
Hermione  ,Blood?,film 1,
Harry  ,"Listen, last night, I'm guessing Snape let the troll in as a diversion so he could try and get past that 3 headed dog. ",film 1,
Harry  ,"But, he got himself bitten, that's why he's limping.",film 1,
Hermione , But why would anyone go near that dog?,film 1,
Harry  ,"The day I was at Gringotts, Hagrid took something out of one of the vaults.",film 1,
Harry  ," He said it was Hogwarts' business, very secret.",film 1,
Hermione ,So you're saying...,film 1,
Harry ,That's what the dog's guarding. ,film 1,
Harry ,That's what Snape wants.,film 1,
Hermione  ,"Bit early for mail, isn't it?",film 1,
Harry  ,But I-I never get mail.,film 1,
Ron  ,Let's open it.,film 1,
Harry  ,It's a broomstick!,film 1,
Ron  ,"Thats not just a broomstick, Harry. ",film 1,
Ron  ,It's a Nimbus 2000!,film 1,
Harry  ,But who...?,film 1,
OIiver  ,"Scared, Harry?",film 1,
Harry  ,A little.,film 1,
Oliver  ,That's all right. ,film 1,
Oliver  ,I felt the same way before my first game.,film 1,
Harry  ,What happened?,film 1,
Oliver  ,"Er, I don't really remember. ",film 1,
Oliver  ,I took a bludger to the head 2 minutes in. ,film 1,
Oliver  ,Woke up in the hospital a week later.,film 1,
Lee Jordan,"Hello, and welcome to Hogwarts' first Quidditch game of the season! ",film 1,
Lee Jordan,Today's game Slytherin versus Gryffindor!!!,film 1,
Lee Jordan,The players take their positions as Madam Hooch steps out onto the field to begin the game.,film 1,
Madam Hooch,"Now, I want a nice clean game...from all of you. ",film 1,
Lee Jordan,The bludgers are up...followed by the Golden Snitch. ,film 1,
Lee Jordan,"Remember, the snitch is worth 150 points. ",film 1,
Lee Jordan,The seeker who catches the Snitch ends the game.,film 1,
Lee Jordan,The Quaffle is released...and the game begins!,film 1,
Lee Jordan,Angelina Johnson scores! ,film 1,
Lee Jordan,10 points for Gryffindor! ,film 1,
Harry  ,Yes! Whoa!,film 1,
Hagrid ,Well done!,film 1,
Lee Jordan,Slytherin takes possession of the Quaffle.,film 1,
Lee Jordan,Bletchley passes to Captain Marcus Flint.,film 1,
Harry ,Yes!,film 1,
